ticket_id,created_at,resolved_at,status,priority,category,channel,sla_target_hours,customer_id,agent_id,branch_code
T01559,2024-11-12 23:57:00,2024-11-13 05:00:58,Resolved,Low,Payments,Chat,72,C12114,A029,LA-ASU
T01560,2025-09-27 21:26:00,2025-09-28 07:46:09,Resolved,High,Returns,App,24,C13853,A013,LA-ASU
T01561,2025-08-25 13:14:00,2025-08-25 21:33:08,Resolved,Low,Account,Email,72,C11186,A027,LA-MON
T01562,2024-09-17 19:09:00,2024-09-19 01:15:29,Resolved,High,Login,Phone,24,C12100,A020,SA-RAF
T01563,2024-06-07 15:51:00,2024-06-07 19:10:02,Resolved,Urgent,Login,Chat,8,C14672,A049,LA-MON
T01564,2025-07-18 15:35:00,2025-07-19 10:16:12,Resolved,Medium,Delivery,Email,48,C12911,A051,TU-YER
T01565,2024-07-21 17:49:00,2024-07-26 02:57:12,Resolved,Low,Tech Issue,Chat,72,C10684,A055,ME-GOD
T01566,2024-02-14 14:23:00,2024-02-15 02:48:49,Resolved,Medium,Tech Issue,Chat,48,C11477,A045,LA-ASU
T01567,2024-08-06 13:48:00,2024-08-09 22:35:53,Resolved,Low,Delivery,Phone,72,C11298,A002,CÓ-VIL
T01568,2025-05-13 12:14:00,2025-05-13 17:40:30,Resolved,High,Payments,Email,24,C14872,A017,LA-SAN
T01569,2024-11-10 11:02:00,2024-11-11 04:31:51,Resolved,Medium,Login,Chat,48,C14517,A032,AM-CAB
T01570,2024-03-19 18:47:00,2024-03-20 10:52:47,Resolved,High,Delivery,Email,24,C13910,A013,LA-ASU
T01571,2024-02-28 13:40:00,2024-02-28 20:34:26,Resolved,Medium,Payments,Phone,48,C11544,A012,AM-GBA
T01572,2025-03-14 02:52:00,2025-03-15 06:24:45,Resolved,Low,Payments,Phone,72,C13471,A060,AM-GBA
T01573,2025-09-23 21:44:00,2025-09-24 02:19:25,Resolved,Medium,Other,Email,48,C10598,A004,ME-SAN
T01574,2024-04-01 06:31:00,2024-04-02 12:30:53,Resolved,Low,Delivery,Phone,72,C10559,A005,SA-SAN
T01575,2025-01-02 03:36:00,2025-01-02 15:40:05,Resolved,High,Payments,Phone,24,C11739,A020,SA-RAF
T01576,2024-10-09 21:53:00,2024-10-10 20:24:13,Resolved,Medium,Payments,Chat,48,C14048,A005,SA-SAN
T01577,2025-01-27 10:26:00,2025-01-27 21:13:36,Resolved,High,Account,Chat,24,C13700,A037,AM-GBA
T01578,2025-03-02 16:06:00,,Open,Low,Returns,Email,72,C10379,A029,LA-ASU
T01579,2025-04-09 23:22:00,,Open,High,Tech Issue,Chat,24,C12339,A003,CÓ-VIL
T01580,2024-01-19 20:42:00,2024-01-20 00:30:29,Resolved,Medium,Delivery,Chat,48,C14541,A016,LA-ASU
T01581,2025-07-23 06:52:00,2025-07-24 03:49:00,Resolved,Medium,Payments,Email,48,C12734,A010,ME-SAN
T01582,2025-06-25 01:01:00,2025-06-25 10:10:07,Resolved,High,Delivery,Email,24,C13257,A009,ME-MEN
T01583,2024-12-31 20:49:00,2025-01-01 05:06:00,Resolved,Low,Tech Issue,Phone,72,C12085,A053,SA-SAN
T01584,2024-01-10 04:51:00,2024-01-10 14:18:44,Resolved,Medium,Delivery,Chat,48,C14806,A018,TU-YER
T01585,2024-01-05 23:23:00,2024-01-06 13:48:03,Resolved,High,Payments,Email,24,C14734,A029,LA-ASU
T01586,2024-08-30 01:47:00,2024-08-30 11:53:14,Resolved,Medium,Returns,Phone,48,C11641,A056,AM-GBA
T01587,2024-04-19 11:23:00,2024-04-19 21:48:35,Resolved,Medium,Login,Email,48,C10420,A052,SA-ROS
T01588,2024-10-09 02:11:00,2024-10-10 07:54:20,Resolved,Low,Payments,Chat,72,C12632,A015,AM-GBA
T01589,2024-08-27 07:07:00,2024-08-27 11:20:33,Resolved,High,Account,Chat,24,C13445,A015,AM-GBA
T01590,2024-04-09 21:33:00,2024-04-11 06:12:18,Resolved,Medium,Tech Issue,Chat,48,C11644,A004,ME-SAN
T01591,2025-03-05 16:50:00,2025-03-06 08:34:06,Resolved,Medium,Account,Email,48,C10414,A046,SA-RAF
T01592,2024-12-05 07:31:00,2024-12-06 10:39:54,Resolved,Low,Payments,Phone,72,C13815,A054,LA-MON
T01593,2024-04-30 23:32:00,2024-05-01 13:06:55,Resolved,High,Account,App,24,C13213,A019,ME-SAN
T01594,2024-12-27 20:47:00,2024-12-28 10:59:11,Resolved,Low,Delivery,Email,72,C14136,A032,AM-CAB
T01595,2025-03-10 01:09:00,2025-03-11 06:14:48,Resolved,Medium,Tech Issue,Email,48,C10257,A015,AM-GBA
T01596,2024-11-04 18:55:00,2024-11-05 03:13:27,Resolved,High,Other,Email,24,C13818,A055,ME-GOD
T01597,2025-03-12 00:25:00,2025-03-12 07:19:05,Resolved,Low,Login,Chat,72,C13937,A032,AM-CAB
T01598,2024-05-21 08:31:00,2024-05-24 23:41:02,Resolved,Low,Payments,App,72,C13691,A015,AM-GBA
T01599,2024-09-14 03:57:00,2024-09-14 11:38:29,Resolved,Medium,Login,Phone,48,C10202,A031,LA-MON
T01600,2024-07-25 02:41:00,2024-07-25 17:01:26,Resolved,Medium,Tech Issue,Email,48,C12076,A017,LA-SAN
T01601,2025-05-15 13:10:00,2025-05-16 05:54:32,Resolved,Low,Payments,Email,72,C10448,A037,AM-GBA
T01602,2025-03-31 12:31:00,2025-03-31 17:19:07,Resolved,High,Other,Chat,24,C10134,A059,SA-SAN
T01603,2025-05-03 13:05:00,2025-05-03 22:09:52,Resolved,Medium,Tech Issue,Chat,48,C11481,A053,SA-SAN
T01604,2024-05-20 01:16:00,2024-05-20 09:57:26,Resolved,High,Payments,Email,24,C11992,A010,ME-SAN
T01605,2024-12-05 15:46:00,2024-12-06 03:16:42,Resolved,Low,Account,Email,72,C13189,A035,LA-ASU
T01606,2024-07-25 11:43:00,2024-07-25 17:55:16,Resolved,Medium,Returns,Email,48,C13856,A019,ME-SAN
T01607,2025-05-18 12:31:00,2025-05-19 00:48:24,Resolved,Low,Payments,Email,72,C10624,A019,ME-SAN
T01608,2025-08-19 05:17:00,2025-08-19 18:54:29,Resolved,High,Delivery,Phone,24,C10811,A042,ME-MEN
T01609,2024-02-29 18:29:00,2024-03-01 05:51:31,Resolved,Medium,Tech Issue,Email,48,C10227,A054,LA-MON
T01610,2025-07-11 02:10:00,2025-07-12 22:24:36,Resolved,High,Account,Email,24,C14114,A040,AM-CAB
T01611,2024-06-17 18:19:00,,Open,Low,Tech Issue,Email,72,C10664,A003,CÓ-VIL
T01612,2025-07-17 02:33:00,2025-07-17 09:52:05,Resolved,Low,Login,Email,72,C12978,A020,SA-RAF
T01613,2024-06-22 09:56:00,2024-06-22 14:49:50,Resolved,High,Payments,Chat,24,C11239,A038,CÓ-VIL
T01614,2025-02-24 22:14:00,2025-02-25 06:48:30,Resolved,Medium,Account,Email,48,C11857,A027,LA-MON
T01615,2024-10-26 15:50:00,2024-10-27 10:15:24,Resolved,High,Payments,Email,24,C13864,A051,TU-YER
T01616,2024-07-17 02:01:00,2024-07-17 08:52:48,Resolved,High,Delivery,App,24,C13399,A034,TU-SAN
T01617,2025-07-03 02:13:00,2025-07-03 08:18:01,Resolved,Medium,Tech Issue,Chat,48,C11141,A044,ME-SAN
T01618,2025-01-05 05:33:00,2025-01-06 11:27:46,Resolved,Low,Login,Email,72,C14912,A016,LA-ASU
T01619,2024-09-24 21:36:00,,Open,Medium,Login,Chat,48,C12973,A035,LA-ASU
T01620,2024-06-30 16:14:00,2024-06-30 19:09:20,Resolved,Urgent,Payments,Phone,8,C14299,A048,CÓ-CÓR
T01621,2025-01-15 14:32:00,2025-01-16 16:15:18,Resolved,Medium,Delivery,Phone,48,C12533,A023,AM-GBA
T01622,2024-11-06 22:17:00,2024-11-08 19:33:17,Resolved,High,Payments,Email,24,C13801,A049,LA-MON
T01623,2024-05-14 01:02:00,2024-05-15 04:36:42,Resolved,Low,Tech Issue,Chat,72,C12550,A036,SA-RAF
T01624,2024-09-22 04:37:00,2024-09-22 16:47:46,Resolved,High,Delivery,Chat,24,C12555,A032,AM-CAB
T01625,2024-03-04 00:39:00,2024-03-04 05:46:05,Resolved,High,Payments,Phone,24,C11455,A020,SA-RAF
T01626,2025-05-25 21:56:00,2025-05-26 16:29:41,Resolved,Low,Login,Phone,72,C10229,A011,SA-RAF
T01627,2024-01-18 19:18:00,2024-01-19 10:12:39,Resolved,Medium,Account,Email,48,C11995,A056,AM-GBA
T01628,2024-12-04 14:36:00,2024-12-05 02:10:19,Resolved,High,Returns,Phone,24,C14151,A001,SA-ROS
T01629,2024-12-05 20:40:00,2024-12-08 00:27:42,Resolved,Medium,Account,Email,48,C12220,A038,CÓ-VIL
T01630,2025-04-17 20:01:00,2025-04-18 03:56:16,Resolved,Medium,Account,Chat,48,C10455,A003,CÓ-VIL
T01631,2024-05-27 02:13:00,2024-05-28 06:10:54,Resolved,Low,Tech Issue,Phone,72,C10847,A024,SA-ROS
T01632,2024-01-02 09:45:00,2024-01-04 17:35:18,Resolved,Low,Payments,Email,72,C14044,A023,AM-GBA
T01633,2025-08-02 07:59:00,2025-08-02 12:12:21,Resolved,High,Payments,Email,24,C10115,A029,LA-ASU
T01634,2024-11-07 19:52:00,,Open,Low,Delivery,Chat,72,C14155,A012,AM-GBA
T01635,2024-09-22 19:27:00,2024-09-23 16:04:34,Resolved,Low,Payments,Email,72,C12280,A032,AM-CAB
T01636,2024-01-31 19:49:00,2024-02-01 20:56:54,Resolved,Medium,Payments,Phone,48,C12117,A031,LA-MON
T01637,2025-02-13 15:41:00,2025-02-14 10:14:44,Resolved,Medium,Account,Phone,48,C14845,A023,AM-GBA
T01638,2024-09-16 04:39:00,2024-09-17 22:00:22,Resolved,Low,Payments,Phone,72,C11532,A052,SA-ROS
T01639,2024-11-03 06:35:00,2024-11-03 11:28:40,Resolved,Urgent,Delivery,Phone,8,C13868,A020,SA-RAF
T01640,2024-08-01 16:30:00,2024-08-02 18:10:39,Resolved,Low,Tech Issue,Chat,72,C10384,A044,ME-SAN
T01641,2024-03-11 13:38:00,,Open,Medium,Login,Chat,48,C14214,A057,LA-MON
T01642,2024-05-20 05:13:00,2024-05-20 08:50:05,Resolved,High,Returns,Phone,24,C10057,A012,AM-GBA
T01643,2025-08-01 19:51:00,2025-08-03 10:42:52,Resolved,Low,Delivery,Chat,72,C14884,A041,ME-SAN
T01644,2024-12-01 21:52:00,2024-12-02 11:47:06,Resolved,High,Returns,Phone,24,C14263,A039,TU-YER
T01645,2024-02-24 19:05:00,2024-02-25 05:50:18,Resolved,Medium,Payments,Chat,48,C14690,A055,ME-GOD
T01646,2025-06-18 23:39:00,2025-06-19 20:08:47,Resolved,Medium,Account,Phone,48,C10475,A059,SA-SAN
T01647,2024-05-21 11:12:00,2024-05-23 03:51:10,Resolved,Low,Payments,Phone,72,C12352,A011,SA-RAF
T01648,2024-07-04 01:57:00,2024-07-04 14:02:25,Resolved,Medium,Payments,Email,48,C10151,A047,AM-GBA
T01649,2024-07-31 09:04:00,2024-07-31 22:07:42,Resolved,Low,Returns,Email,72,C14743,A004,ME-SAN
T01650,2024-11-22 05:13:00,2024-11-23 04:05:58,Resolved,Low,Returns,Chat,72,C13475,A058,AM-CAB
T01651,2024-12-20 17:19:00,2024-12-21 06:03:18,Resolved,Low,Payments,Email,72,C14189,A030,CÓ-CÓR
T01652,2024-12-21 19:26:00,2024-12-22 12:09:00,Resolved,Medium,Payments,Phone,48,C10628,A056,AM-GBA
T01653,2025-05-01 20:01:00,2025-05-02 07:51:33,Resolved,High,Login,Email,24,C12411,A023,AM-GBA
T01654,2024-09-20 03:27:00,2024-09-21 07:30:43,Resolved,Low,Tech Issue,Chat,72,C13637,A008,TU-YER
T01655,2025-02-12 03:37:00,2025-02-12 23:37:44,Resolved,Low,Account,Email,72,C10250,A054,LA-MON
T01656,2025-09-28 07:23:00,2025-09-28 12:36:35,Resolved,Urgent,Delivery,Chat,8,C12118,A011,SA-RAF
T01657,2024-08-04 13:03:00,2024-08-05 04:54:40,Resolved,High,Delivery,Email,24,C12463,A021,LA-LIM
T01658,2024-07-19 19:33:00,2024-07-24 05:27:34,Resolved,Low,Payments,Email,72,C14366,A017,LA-SAN
T01659,2024-06-04 17:53:00,2024-06-05 01:26:52,Resolved,Medium,Tech Issue,Email,48,C12023,A044,ME-SAN
T01660,2025-08-20 06:40:00,2025-08-20 13:13:47,Resolved,Medium,Account,Chat,48,C10763,A006,AM-CAB
T01661,2024-08-02 23:09:00,,Open,Low,Delivery,Email,72,C10302,A058,AM-CAB
T01662,2025-01-04 00:06:00,2025-01-04 07:43:08,Resolved,High,Tech Issue,Chat,24,C14475,A024,SA-ROS
T01663,2024-02-14 06:40:00,2024-02-15 01:22:06,Resolved,Medium,Tech Issue,Chat,48,C11653,A014,LA-MON
T01664,2025-05-01 22:55:00,,Open,Medium,Tech Issue,Phone,48,C14275,A022,LA-MON
T01665,2025-03-04 18:21:00,2025-03-05 03:21:27,Resolved,Urgent,Payments,Chat,8,C11012,A032,AM-CAB
T01666,2024-01-30 18:29:00,2024-01-30 23:39:34,Resolved,Low,Delivery,Email,72,C11157,A024,SA-ROS
T01667,2025-02-15 22:14:00,2025-02-16 17:49:15,Resolved,Medium,Tech Issue,Phone,48,C14649,A007,AM-GBA
T01668,2024-09-14 03:19:00,,Open,Medium,Delivery,Chat,48,C14420,A012,AM-GBA
T01669,2025-02-08 18:49:00,2025-02-09 18:22:02,Resolved,Medium,Other,Phone,48,C12221,A026,SA-ROS
T01670,2025-08-15 01:50:00,2025-08-15 20:50:47,Resolved,Medium,Delivery,Email,48,C12866,A041,ME-SAN
T01671,2025-06-07 16:23:00,2025-06-08 08:05:35,Resolved,High,Payments,Email,24,C13073,A022,LA-MON
T01672,2024-06-11 15:41:00,2024-06-13 12:05:17,Resolved,Medium,Account,Chat,48,C12948,A025,CÓ-RÍO
T01673,2025-06-11 02:42:00,2025-06-11 16:18:47,Resolved,Medium,Returns,App,48,C10433,A004,ME-SAN
T01674,2025-07-26 13:31:00,2025-07-27 15:20:02,Resolved,Medium,Payments,Chat,48,C13881,A014,LA-MON
T01675,2025-05-20 19:20:00,2025-05-21 00:57:45,Resolved,Medium,Account,Chat,48,C11119,A033,CÓ-RÍO
T01676,2024-12-27 09:57:00,2024-12-28 01:23:40,Resolved,Low,Tech Issue,Phone,72,C13391,A057,LA-MON
T01677,2025-03-21 10:56:00,2025-03-21 17:30:52,Resolved,High,Delivery,Chat,24,C14019,A042,ME-MEN
T01678,2024-04-12 12:09:00,,Open,Medium,Payments,Chat,48,C14916,A043,ME-MEN
T01679,2025-05-16 14:53:00,2025-05-16 21:49:09,Resolved,Medium,Tech Issue,Chat,48,C10954,A007,AM-GBA
T01680,2025-06-10 19:26:00,2025-06-11 01:15:04,Resolved,Medium,Tech Issue,Email,48,C11413,A037,AM-GBA
T01681,2024-04-17 19:09:00,2024-04-18 03:00:26,Resolved,Low,Account,Chat,72,C11971,A052,SA-ROS
T01682,2025-02-16 06:55:00,2025-02-16 23:10:37,Resolved,Medium,Tech Issue,App,48,C13373,A010,ME-SAN
T01683,2024-10-09 17:09:00,,Open,High,Payments,Email,24,C14055,A013,LA-ASU
T01684,2024-02-12 15:33:00,2024-02-13 16:05:59,Resolved,Medium,Returns,Email,48,C12141,A022,LA-MON
T01685,2025-09-03 07:25:00,2025-09-03 23:17:33,Resolved,High,Login,Chat,24,C10701,A009,ME-MEN
T01686,2025-06-24 19:26:00,2025-06-25 08:27:03,Resolved,Low,Account,Email,72,C14962,A006,AM-CAB
T01687,2024-08-26 17:40:00,2024-08-27 17:32:02,Resolved,Medium,Other,Email,48,C10337,A030,CÓ-CÓR
T01688,2024-10-05 20:16:00,2024-10-07 01:24:25,Resolved,Medium,Payments,Phone,48,C11633,A044,ME-SAN
T01689,2025-07-07 12:51:00,2025-07-07 17:19:39,Resolved,High,Payments,Chat,24,C12222,A033,CÓ-RÍO
T01690,2024-09-04 21:46:00,2024-09-05 08:15:18,Resolved,High,Returns,Email,24,C13484,A044,ME-SAN
T01691,2024-03-22 00:36:00,2024-03-22 08:12:33,Resolved,High,Tech Issue,Chat,24,C13316,A013,LA-ASU
T01692,2024-05-27 21:32:00,2024-05-28 20:53:51,Resolved,Low,Delivery,Email,72,C10835,A035,LA-ASU
T01693,2024-01-11 13:01:00,2024-01-11 22:58:07,Resolved,Medium,Tech Issue,Chat,48,C10460,A052,SA-ROS
T01694,2024-08-25 19:56:00,2024-08-25 23:05:49,Resolved,Medium,Payments,Phone,48,C11875,A038,CÓ-VIL
T01695,2024-04-03 15:15:00,2024-04-03 23:55:51,Resolved,High,Login,App,24,C10853,A057,LA-MON
T01696,2024-10-07 10:12:00,2024-10-08 00:22:59,Resolved,High,Account,Email,24,C14749,A023,AM-GBA
T01697,2024-09-29 19:55:00,2024-09-30 04:23:27,Resolved,Medium,Login,Email,48,C12370,A041,ME-SAN
T01698,2025-08-29 09:08:00,2025-08-31 02:20:18,Resolved,Medium,Tech Issue,Email,48,C13292,A034,TU-SAN
T01699,2024-04-03 03:12:00,2024-04-04 13:46:21,Resolved,Low,Payments,Chat,72,C11172,A020,SA-RAF
T01700,2024-02-23 20:27:00,2024-02-24 16:54:59,Resolved,Medium,Tech Issue,Phone,48,C11626,A030,CÓ-CÓR
T01701,2025-07-02 12:32:00,2025-07-03 02:26:00,Resolved,Urgent,Account,Phone,8,C14559,A038,CÓ-VIL
T01702,2025-07-13 02:36:00,,Open,Low,Delivery,Chat,72,C14366,A033,CÓ-RÍO
T01703,2024-01-17 14:44:00,2024-01-18 08:35:52,Resolved,Medium,Delivery,Email,48,C14482,A019,ME-SAN
T01704,2025-09-19 22:54:00,2025-09-20 08:10:01,Resolved,Medium,Payments,Phone,48,C10452,A053,SA-SAN
T01705,2025-07-29 05:08:00,2025-07-29 23:55:16,Resolved,Medium,Payments,Chat,48,C14718,A043,ME-MEN
T01706,2024-02-29 07:03:00,2024-03-02 19:22:31,Resolved,Low,Delivery,Phone,72,C12864,A053,SA-SAN
T01707,2025-01-20 23:18:00,2025-01-21 05:13:56,Resolved,Medium,Login,Chat,48,C13877,A032,AM-CAB
T01708,2025-03-03 10:21:00,2025-03-03 19:09:05,Resolved,Medium,Delivery,Chat,48,C11092,A012,AM-GBA
T01709,2025-09-01 11:55:00,2025-09-02 00:31:56,Resolved,Low,Delivery,Email,72,C10461,A020,SA-RAF
T01710,2024-02-15 16:32:00,2024-02-17 04:42:16,Resolved,Medium,Login,Chat,48,C11617,A013,LA-ASU
T01711,2024-06-24 18:46:00,2024-06-25 03:04:14,Resolved,Urgent,Payments,Chat,8,C12120,A056,AM-GBA
T01712,2025-05-17 18:00:00,2025-05-18 02:03:11,Resolved,Low,Returns,Phone,72,C10245,A008,TU-YER
T01713,2024-04-19 00:41:00,2024-04-19 19:39:28,Resolved,Medium,Returns,Email,48,C13179,A013,LA-ASU
T01714,2025-09-03 10:04:00,2025-09-04 04:14:53,Resolved,High,Login,Chat,24,C11810,A050,ME-MEN
T01715,2025-07-20 06:27:00,2025-07-20 11:06:47,Resolved,Urgent,Payments,Email,8,C10676,A038,CÓ-VIL
T01716,2025-09-08 20:56:00,2025-09-09 03:54:39,Resolved,Medium,Tech Issue,Phone,48,C12777,A040,AM-CAB
T01717,2024-07-30 21:24:00,2024-07-31 05:48:35,Resolved,High,Payments,Email,24,C10470,A057,LA-MON
T01718,2024-01-18 17:00:00,2024-01-19 20:38:29,Resolved,Medium,Tech Issue,Phone,48,C10676,A002,CÓ-VIL
T01719,2024-02-06 23:31:00,2024-02-07 07:29:08,Resolved,Medium,Login,Email,48,C10337,A011,SA-RAF
T01720,2025-03-26 08:22:00,2025-03-26 23:32:40,Resolved,Medium,Payments,Email,48,C14395,A025,CÓ-RÍO
T01721,2024-05-24 12:26:00,,Open,High,Payments,Chat,24,C11088,A024,SA-ROS
T01722,2024-04-29 15:19:00,2024-04-30 01:28:54,Resolved,Low,Account,Email,72,C11453,A041,ME-SAN
T01723,2025-04-18 22:00:00,2025-04-20 11:44:30,Resolved,Medium,Tech Issue,Chat,48,C12677,A045,LA-ASU
T01724,2025-08-14 15:18:00,2025-08-15 16:23:58,Resolved,Medium,Login,Phone,48,C14907,A024,SA-ROS
T01725,2025-07-13 22:22:00,2025-07-14 12:58:06,Resolved,High,Other,Email,24,C10106,A026,SA-ROS
T01726,2024-05-05 14:41:00,2024-05-06 17:55:35,Resolved,Low,Returns,Phone,72,C12092,A024,SA-ROS
T01727,2024-02-25 06:42:00,2024-02-25 20:38:56,Resolved,Medium,Login,Chat,48,C14533,A026,SA-ROS
T01728,2024-08-12 22:06:00,2024-08-13 04:53:54,Resolved,Medium,Login,Email,48,C14644,A060,AM-GBA
T01729,2025-02-20 22:08:00,2025-02-21 10:34:38,Resolved,Low,Delivery,Phone,72,C10118,A028,SA-SAN
T01730,2025-04-21 09:18:00,2025-04-21 21:48:35,Resolved,Low,Delivery,Phone,72,C14990,A020,SA-RAF
T01731,2024-12-18 04:55:00,2024-12-19 01:02:09,Resolved,Low,Payments,Chat,72,C11473,A036,SA-RAF
T01732,2025-04-03 17:34:00,2025-04-03 20:18:41,Resolved,High,Delivery,Phone,24,C14080,A007,AM-GBA
T01733,2024-03-25 15:30:00,2024-03-26 07:28:00,Resolved,Medium,Returns,Email,48,C14916,A022,LA-MON
T01734,2024-03-17 00:54:00,2024-03-17 09:06:45,Resolved,High,Tech Issue,Chat,24,C14857,A054,LA-MON
T01735,2025-08-09 07:30:00,2025-08-10 01:14:44,Resolved,Low,Payments,Email,72,C13833,A055,ME-GOD
T01736,2024-02-05 06:35:00,2024-02-05 17:12:04,Resolved,Medium,Returns,Email,48,C10764,A021,LA-LIM
T01737,2024-12-12 12:28:00,2024-12-12 23:26:05,Resolved,Medium,Delivery,Phone,48,C12613,A043,ME-MEN
T01738,2024-12-19 06:19:00,2024-12-19 14:01:20,Resolved,Low,Returns,Chat,72,C11480,A060,AM-GBA
T01739,2024-05-02 06:07:00,2024-05-03 06:25:13,Resolved,Low,Delivery,Chat,72,C11140,A024,SA-ROS
T01740,2025-08-30 02:44:00,,Open,Medium,Delivery,Email,48,C13337,A038,CÓ-VIL
T01741,2025-05-20 20:09:00,2025-05-21 10:09:01,Resolved,Medium,Tech Issue,Email,48,C13713,A041,ME-SAN
T01742,2024-04-03 11:33:00,2024-04-04 09:56:44,Resolved,Low,Tech Issue,Email,72,C10599,A032,AM-CAB
T01743,2024-01-20 05:25:00,2024-01-20 19:17:41,Resolved,Medium,Login,Phone,48,C12385,A028,SA-SAN
T01744,2024-09-01 02:58:00,2024-09-02 02:45:42,Resolved,Medium,Payments,Email,48,C10282,A005,SA-SAN
T01745,2024-02-05 04:13:00,2024-02-05 09:37:24,Resolved,Medium,Other,Phone,48,C14179,A011,SA-RAF
T01746,2024-05-22 22:29:00,2024-05-23 13:04:07,Resolved,Medium,Payments,Email,48,C11212,A012,AM-GBA
T01747,2024-07-05 04:40:00,2024-07-05 12:56:21,Resolved,Medium,Login,Chat,48,C13881,A058,AM-CAB
T01748,2025-02-26 09:19:00,2025-02-27 11:57:43,Resolved,Low,Tech Issue,Chat,72,C13250,A047,AM-GBA
T01749,2024-09-10 11:02:00,2024-09-11 07:19:04,Resolved,Low,Payments,Chat,72,C14340,A005,SA-SAN
T01750,2025-02-24 13:43:00,,Open,Low,Tech Issue,Chat,72,C12853,A052,SA-ROS
T01751,2025-08-25 03:34:00,2025-08-25 19:06:15,Resolved,Medium,Account,Phone,48,C11651,A001,SA-ROS
T01752,2025-02-07 10:51:00,2025-02-07 22:43:28,Resolved,Medium,Returns,Email,48,C14479,A009,ME-MEN
T01753,2025-03-03 10:53:00,2025-03-04 08:58:41,Resolved,Medium,Returns,App,48,C12301,A028,SA-SAN
T01754,2024-10-12 16:14:00,2024-10-13 04:17:57,Resolved,Medium,Tech Issue,Chat,48,C10238,A036,SA-RAF
T01755,2025-02-27 05:23:00,2025-02-28 11:44:31,Resolved,Low,Tech Issue,Phone,72,C13052,A034,TU-SAN
T01756,2025-03-29 23:15:00,2025-03-30 07:05:05,Resolved,Medium,Delivery,Email,48,C14574,A013,LA-ASU
T01757,2024-12-25 08:03:00,,Open,Medium,Returns,Chat,48,C12919,A015,AM-GBA
T01758,2024-07-08 12:31:00,2024-07-09 16:15:32,Resolved,Medium,Payments,Email,48,C12014,A015,AM-GBA
T01759,2025-02-04 04:57:00,2025-02-04 11:12:00,Resolved,Medium,Returns,Email,48,C10782,A022,LA-MON
T01760,2025-06-25 18:01:00,2025-06-26 04:42:27,Resolved,Medium,Payments,Chat,48,C10044,A058,AM-CAB
T01761,2025-07-31 08:50:00,2025-08-01 08:13:45,Resolved,Low,Payments,Email,72,C13238,A040,AM-CAB
T01762,2024-03-17 11:45:00,2024-03-17 18:17:38,Resolved,Medium,Login,Chat,48,C10355,A033,CÓ-RÍO
T01763,2024-01-29 20:42:00,2024-01-30 14:38:39,Resolved,Low,Tech Issue,Email,72,C10337,A051,TU-YER
T01764,2024-12-26 09:07:00,2024-12-26 17:22:55,Resolved,Medium,Other,Chat,48,C13530,A028,SA-SAN
T01765,2024-04-20 05:13:00,2024-04-21 18:57:17,Resolved,Low,Delivery,Phone,72,C14888,A036,SA-RAF
T01766,2025-01-14 21:48:00,2025-01-15 15:36:14,Resolved,Low,Delivery,Chat,72,C10421,A052,SA-ROS
T01767,2024-09-14 22:16:00,2024-09-15 22:28:42,Resolved,Medium,Account,Email,48,C13738,A055,ME-GOD
T01768,2024-06-23 05:22:00,2024-06-25 14:23:39,Resolved,Low,Login,Chat,72,C14530,A048,CÓ-CÓR
T01769,2025-03-20 02:46:00,2025-03-21 04:14:45,Resolved,Medium,Tech Issue,Phone,48,C10686,A055,ME-GOD
T01770,2024-07-01 10:44:00,2024-07-02 03:46:43,Resolved,Medium,Login,Chat,48,C12453,A037,AM-GBA
T01771,2024-01-06 10:21:00,2024-01-06 22:57:34,Resolved,Medium,Payments,Email,48,C13241,A033,CÓ-RÍO
T01772,2025-04-22 15:19:00,2025-04-22 20:59:12,Resolved,High,Login,Email,24,C12461,A002,CÓ-VIL
T01773,2024-08-05 22:45:00,2024-08-06 05:11:08,Resolved,Medium,Login,Phone,48,C11896,A005,SA-SAN
T01774,2024-05-18 18:05:00,2024-05-19 04:51:08,Resolved,Medium,Payments,Email,48,C13483,A060,AM-GBA
T01775,2024-12-19 03:22:00,2024-12-19 12:20:24,Resolved,Low,Account,Chat,72,C12423,A054,LA-MON
T01776,2024-10-01 02:19:00,,Open,Medium,Other,Email,48,C10834,A015,AM-GBA
T01777,2024-05-08 06:41:00,2024-05-09 08:21:26,Resolved,Low,Payments,Chat,72,C13059,A009,ME-MEN
T01778,2025-05-12 20:13:00,2025-05-13 05:24:50,Resolved,Medium,Payments,Chat,48,C13908,A019,ME-SAN
T01779,2024-03-26 12:06:00,2024-03-29 03:01:53,Resolved,Low,Payments,Email,72,C10679,A051,TU-YER
T01780,2025-02-07 13:36:00,2025-02-10 09:57:25,Resolved,Medium,Payments,Email,48,C13316,A052,SA-ROS
T01781,2025-08-22 12:33:00,,Open,Low,Tech Issue,Chat,72,C13319,A014,LA-MON
T01782,2025-06-14 10:45:00,2025-06-14 20:17:43,Resolved,Urgent,Delivery,Chat,8,C14567,A003,CÓ-VIL
T01783,2025-04-17 13:48:00,2025-04-18 01:36:20,Resolved,Low,Delivery,Phone,72,C12976,A010,ME-SAN
T01784,2024-06-30 00:53:00,2024-06-30 02:59:50,Resolved,Urgent,Payments,Email,8,C12018,A020,SA-RAF
T01785,2025-05-17 18:36:00,2025-05-18 04:15:22,Resolved,High,Account,Chat,24,C13999,A021,LA-LIM
